State,License_Plate,VIN,Make_Name,Model_Name,Trim_Year,Trim_Name,Trim_Description,Engine_Type,Engine_Fuel_Type,Engine_Cylinders,Engine_Size,Engine_Cam_Type,Engine_Drive_Type,Engine_Transmission,Body_Type,Mileage_Fuel_Tank_Capacity
New York,GQN 7771L,7T23V233930X462585,Toyota,Avalon,2017,XLE,XLE 4dr Sedan (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,PBW 7836Q,7U37C281615K619412,Toyota,Avalon,2017,XLE Plus,XLE Plus 4dr Sedan (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,HLS 8292Y,9Z36I552324B900833,Toyota,Avalon,2017,XLE Premium,XLE Premium 4dr Sedan (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,ZOR 4117S,8Y15A673629O727644,Toyota,Avalon Hybrid,2017,Limited,Limited 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,GEQ 8798Y,4Y75V989449E303594,Toyota,Avalon Hybrid,2017,XLE Plus,XLE Plus 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,RNW 6144Y,3J67R459258D629668,Toyota,Avalon Hybrid,2017,XLE Premium,XLE Premium 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,FJB 5161X,3L40X425109P560156,Toyota,Camry,2017,LE,LE 4dr Sedan (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,LIA 7534Z,5E38X811221D604716,Toyota,Camry,2017,SE,SE 4dr Sedan (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,WAW 7971X,2J41B249013Y165375,Toyota,Camry,2017,XLE,XLE 4dr Sedan (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,BJW 3021E,8E55E501866B311681,Toyota,Camry,2017,XLE,XLE 4dr Sedan (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,OOE 1642O,8B52Y333511N434490,Toyota,Camry,2017,XSE,XSE 4dr Sedan (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,UIJ 8702J,3Q84V397659H887414,Toyota,Camry,2017,XSE,XSE 4dr Sedan (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,Sedan,17
New York,EAV 9087B,4M57O270714Q286278,Toyota,Camry Hybrid,2017,LE,LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,LIV 7296P,2L46Q625929D391509,Toyota,Camry Hybrid,2017,SE,SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,TGG 9878Z,1V13K862590Y844381,Toyota,Camry Hybrid,2017,XLE,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,17
New York,ZXF 4813P,5Y24C177439U583134,Toyota,Corolla,2017,50th Anniversary Special Edition,50th Anniversary Special Edition 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,DSJ 7783G,1X59M729661S613902,Toyota,Corolla,2017,L,L 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,FPW 7104Q,7U44T168903L121650,Toyota,Corolla,2017,LE,LE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,ASZ 9269G,2Q10P821621W270717,Toyota,Corolla,2017,LE Eco,LE Eco 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,NUO 6359R,5H93G236907V491673,Toyota,Corolla,2017,LE Eco w/Premium Package,LE Eco w/Premium Package 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,DQR 2160O,4L95C607272T731302,Toyota,Corolla,2017,SE,SE 4dr Sedan (1.8L 4cyl 6M),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,6-speed manual,Sedan,13.2
New York,ONI 9384R,7I25B986960R235392,Toyota,Corolla,2017,SE,SE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,NRV 5310O,9D73C482903F531010,Toyota,Corolla,2017,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,NDQ 2264Z,7F46X746639R647609,Toyota,Corolla,2017,XSE,XSE 4dr Sedan (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Sedan,13.2
New York,FSY 4525L,6W28M433670H148413,Toyota,Corolla iM,2017,Base,4dr Hatchback (1.8L 4cyl 6M),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,6-speed manual,Hatchback,14
New York,JOF 5515S,6I68J207888G915377,Toyota,Corolla iM,2017,Base,4dr Hatchback (1.8L 4cyl CVT),gas,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,14
New York,XWH 7359U,5C20H603425S966126,Toyota,Highlander,2017,LE,LE 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,OEI 9731G,3F98K777151L934336,Toyota,Highlander,2017,LE,LE 4dr SUV (2.7L 4cyl 6A),gas,87 (Regular),I4,2.7,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,19.2
New York,YSV 8058M,9H76V999023T351284,Toyota,Highlander,2017,LE,LE 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,YFQ 6070E,7S41G890385V456559,Toyota,Highlander,2017,LE Plus,LE Plus 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,ILA 4995W,1U50D682677S581679,Toyota,Highlander,2017,LE Plus,LE Plus 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,OAR 4925P,4N72B137061P226264,Toyota,Highlander,2017,Limited,Limited 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,XPU 4561Y,8V96W612448V778599,Toyota,Highlander,2017,Limited,Limited 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,YEO 2923U,9B19B284750I540229,Toyota,Highlander,2017,Limited Platinum,Limited Platinum 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,OAR 6795F,7W95N824968T835815,Toyota,Highlander,2017,Limited Platinum,Limited Platinum 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,AIN 3968V,1B46Q531413S970045,Toyota,Highlander,2017,SE,SE 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,NHY 8752M,2E17Z159359K960032,Toyota,Highlander,2017,SE,SE 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,FAQ 1500N,7D64V575998Z260261,Toyota,Highlander,2017,XLE,XLE 4dr SUV (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,SUV,19.2
New York,JBZ 7920M,2V66R982320A615519,Toyota,Highlander,2017,XLE,XLE 4dr SUV AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,SUV,19.2
New York,UPV 8605L,2A83B302420Y283884,Toyota,Highlander Hybrid,2017,LE,LE 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),hybrid,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.2
New York,ZXH 8479Y,8J19G360612Q364218,Toyota,Highlander Hybrid,2017,Limited,Limited 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),hybrid,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.2
New York,HVT 8085A,8Y75N645737A201207,Toyota,Highlander Hybrid,2017,Limited Platinum,Limited Platinum 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),hybrid,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.2
New York,DPN 5091T,7U92R845699Y173848,Toyota,Highlander Hybrid,2017,XLE,XLE 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),hybrid,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,17.2
New York,DIX 8210K,4V68M601814W672965,Toyota,Land Cruiser,2017,Base,4dr SUV 4WD (5.7L 8cyl 8A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,8-speed shiftable automatic,SUV,24.6
New York,QZJ 4796F,1Z24W665856A746724,Toyota,Mirai,2017,Base,4dr Sedan (electric (fuel cell) DD),electric (fuel cell),hydrogen,,,,front wheel drive,1-speed direct drive,Sedan,
New York,GWR 7729V,6X67D517513J382515,Toyota,Prius,2017,Four,Four 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,GJT 1477K,7L81M906298C244579,Toyota,Prius,2017,Four Touring,Four Touring 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,GJT 4234L,9W81X728423Q931674,Toyota,Prius,2017,One,One 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,FFE 3358F,9R28M237001J536614,Toyota,Prius,2017,Three,Three 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,PAN 9218F,9V97M593516L725003,Toyota,Prius,2017,Three Touring,Three Touring 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,SBV 1308X,2D54P154715R891289,Toyota,Prius,2017,Two,Two 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,MGW 8239F,9H11X481634Q833019,Toyota,Prius,2017,Two Eco,Two Eco 4dr Hatchback (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,LXM 5773M,5U43F854756M292738,Toyota,Prius c,2017,Four,Four 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,9.5
New York,AVB 3817H,2F44B175555H357136,Toyota,Prius c,2017,One,One 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,9.5
New York,DVS 3318M,3Q80H817796C781103,Toyota,Prius c,2017,Three,Three 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,9.5
New York,AQN 5245Y,3A64Y785528O915986,Toyota,Prius c,2017,Two,Two 4dr Hatchback (1.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.5,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,9.5
New York,WXR 7700Y,9E32L916014P912539,Toyota,Prius Prime,2017,Advanced,Advanced 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,YAO 1316U,1Z84T598866C850360,Toyota,Prius Prime,2017,Plus,Plus 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,BSC 2136D,8T54H183841R518390,Toyota,Prius Prime,2017,Premium,Premium 4dr Hatchback (1.8L 4cyl gas/electric plug-in hybrid CVT),plug-in hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Hatchback,11.3
New York,XVO 6664O,8I74P513082E637134,Toyota,Prius v,2017,Five,Five 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Wagon,11.9
New York,ZRJ 5736N,8U98U581616P246131,Toyota,Prius v,2017,Four,Four 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Wagon,11.9
New York,UKD 8648Z,2Y44N311606O420859,Toyota,Prius v,2017,Three,Three 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Wagon,11.9
New York,UKF 7173K,9Y29O766541C912619,Toyota,Prius v,2017,Two,Two 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,1.8,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,Wagon,11.9
New York,VWO 1550Q,3B10O718777X590776,Toyota,RAV4,2017,LE,LE 4dr SUV AWD (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,SUV,15.9
New York,FHK 8159W,4V78N427643E766476,Toyota,RAV4,2017,LE,LE 4dr SUV (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,15.9
New York,UAN 6601M,4X11F378653P864476,Toyota,RAV4,2017,Limited,Limited 4dr SUV (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,15.9
New York,XGR 5108X,5N73R513694J933664,Toyota,RAV4,2017,Limited,Limited 4dr SUV AWD (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,SUV,15.9
New York,EDF 5782M,4I48F619073X228642,Toyota,RAV4,2017,Platinum,Platinum 4dr SUV (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,15.9
New York,JAH 2674C,4D78I268111P999294,Toyota,RAV4,2017,Platinum,Platinum 4dr SUV AWD (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,SUV,15.9
New York,AAQ 1962Q,1K59Q490376U712675,Toyota,RAV4,2017,SE,SE 4dr SUV (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,15.9
New York,RYD 1136X,8M94A742704Z906051,Toyota,RAV4,2017,SE,SE 4dr SUV AWD (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,SUV,15.9
New York,JYF 1332H,1W80C538037L477608,Toyota,RAV4,2017,XLE,XLE 4dr SUV AWD (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,6-speed shiftable automatic,SUV,15.9
New York,GIC 2534A,3E61K141432M119547,Toyota,RAV4,2017,XLE,XLE 4dr SUV (2.5L 4cyl 6A),gas,87 (Regular),I4,2.5,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,SUV,15.9
New York,BVA 3514Y,1T48E408335B844055,Toyota,RAV4 Hybrid,2017,Limited,Limited 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.8
New York,NEC 3484W,1J68L739276X325898,Toyota,RAV4 Hybrid,2017,SE,SE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.8
New York,EJU 2506G,6L81C554911H808117,Toyota,RAV4 Hybrid,2017,XLE,XLE 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),hybrid,87 (Regular),I4,2.5,Double overhead cam (DOHC),all wheel drive,continuously variable-speed automatic,SUV,14.8
New York,YVA 2984L,6K86M784156H979120,Toyota,Sequoia,2017,Limited,Limited 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,IZH 5128T,4W53I367901C686145,Toyota,Sequoia,2017,Limited,Limited 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,ODL 8330B,4X51Y793161P924207,Toyota,Sequoia,2017,Limited FFV,Limited FFV 4dr SUV 4WD (5.7L 8cyl 6A),flex-fuel (FFV),87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,HLS 4665R,1D35U943753O892894,Toyota,Sequoia,2017,Platinum,Platinum 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,QNJ 7434L,1I63P309517D471808,Toyota,Sequoia,2017,Platinum,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,ISK 9855E,3Z60F446946Z959832,Toyota,Sequoia,2017,Platinum FFV,Platinum FFV 4dr SUV 4WD (5.7L 8cyl 6A),flex-fuel (FFV),87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,RWP 3231H,6H18Y170846Y778286,Toyota,Sequoia,2017,SR5,SR5 4dr SUV 4WD (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,DDD 1430U,3O42C421556P619945,Toyota,Sequoia,2017,SR5,SR5 4dr SUV (5.7L 8cyl 6A),gas,87 (Regular),V8,5.7,Double overhead cam (DOHC),rear wheel drive,6-speed shiftable automatic,SUV,26.4
New York,AMI 5038S,7R81X698152H504058,Toyota,Sequoia,2017,SR5 FFV,SR5 FFV 4dr SUV 4WD (5.7L 8cyl 6A),flex-fuel (FFV),87 (Regular),V8,5.7,Double overhead cam (DOHC),four wheel drive,6-speed shiftable automatic,SUV,26.4
New York,KAH 5543I,1G93K982171B439481,Toyota,Sienna,2017,CE Fleet Cargo Van,CE Fleet Cargo Van 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,VLO 2390J,4X73C266947D825198,Toyota,Sienna,2017,L 7-Passenger,L 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,TFX 7607R,9W38H332751A536066,Toyota,Sienna,2017,LE 7-Passenger,LE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,HIC 4967S,2J58E807979O871818,Toyota,Sienna,2017,LE 7-Passenger Mobility,LE 7-Passenger Mobility 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,GES 5391Z,2U63G202982C927603,Toyota,Sienna,2017,LE 7-Passenger Mobility Auto Access,LE 7-Passenger Mobility Auto Access 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,VWP 7263V,7Z27D601361E617295,Toyota,Sienna,2017,LE 8-Passenger,LE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,YEP 6360Z,5R42Q853852O375302,Toyota,Sienna,2017,Limited 7-Passenger,Limited 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,ODH 6846Y,8C43M136479K411323,Toyota,Sienna,2017,Limited 7-Passenger,Limited 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,SIN 5434Z,6O61K359273O513717,Toyota,Sienna,2017,Limited Premium 7-Passenger,Limited Premium 7-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,NHZ 1039Z,4N35U181756W600966,Toyota,Sienna,2017,Limited Premium 7-Passenger,Limited Premium 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,CHK 4536F,5M69B721962L647597,Toyota,Sienna,2017,SE 8-Passenger,SE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,TOL 6544L,8M60L296992H327677,Toyota,Sienna,2017,SE Premium 8-Passenger,SE Premium 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,LQQ 4356Y,1K71B314000N575064,Toyota,Sienna,2017,XLE 7-Passenger,XLE 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,FVT 4923H,9H82L593215I429876,Toyota,Sienna,2017,XLE 7-Passenger Mobility Auto Access,XLE 7-Passenger Mobility Auto Access 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,SUZ 5378D,9T46M102075M252734,Toyota,Sienna,2017,XLE 8-Passenger,XLE 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,EVX 9954D,2B82Y490082F579140,Toyota,Sienna,2017,XLE Premium 7-Passenger,XLE Premium 7-Passenger 4dr Minivan AWD (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),all wheel drive,8-speed shiftable automatic,Minivan,20
New York,VCW 3086E,7U43L940935A459382,Toyota,Sienna,2017,XLE Premium 8-Passenger,XLE Premium 8-Passenger 4dr Minivan (3.5L 6cyl 8A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),front wheel drive,8-speed shiftable automatic,Minivan,20
New York,FAR 8426P,5I72M464011W586060,Toyota,Tacoma,2017,Limited,Limited 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),four wheel drive,6-speed automatic,Truck (Double Cab),21.1
New York,OMW 1061R,5U15S317872O827728,Toyota,Tacoma,2017,Limited,Limited 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,Truck (Double Cab),21.1
New York,ZVQ 3290X,8X13B103098P873778,Toyota,Tacoma,2017,SR,SR 4dr Double Cab 4WD 5.0 ft. SB (3.5L 6cyl 6A),gas,87 (Regular),V6,3.5,Double overhead cam (DOHC),four wheel drive,6-speed automatic,Truck (Double Cab),21.1
New York,XXA 5032S,8A42U592728I581073,Toyota,Tacoma,2017,SR,SR 4dr Double Cab 5.0 ft. SB (2.7L 4cyl 6A),gas,87 (Regular),I4,2.7,Double overhead cam (DOHC),rear wheel drive,6-speed automatic,Truck (Double Cab),21.1
